feature,importance,absolute_importance,model,experiment_id,include_prior_grades,use_interactions
address_R,-0.1557696969452889,0.1557696969452889,ridge,early_warning__with_interactions,False,True
famrel,0.14974057236276558,0.14974057236276558,ridge,early_warning__with_interactions,False,True
reason_course,0.1457966428159594,0.1457966428159594,ridge,early_warning__with_interactions,False,True
paid_no,0.12319544275976715,0.12319544275976715,ridge,early_warning__with_interactions,False,True
paid_yes,-0.12319544275973619,0.12319544275973619,ridge,early_warning__with_interactions,False,True
age,0.12233688282894427,0.12233688282894427,ridge,early_warning__with_interactions,False,True
freetime,-0.1207252504377257,0.1207252504377257,ridge,early_warning__with_interactions,False,True
Fedu,0.11646238313000397,0.11646238313000397,ridge,early_warning__with_interactions,False,True
famsize_LE3,0.10529214921374697,0.10529214921374697,ridge,early_warning__with_interactions,False,True
famsize_GT3,-0.10529214921373979,0.10529214921373979,ridge,early_warning__with_interactions,False,True
activities_yes,0.09330373559331209,0.09330373559331209,ridge,early_warning__with_interactions,False,True
activities_no,-0.09330373559330966,0.09330373559330966,ridge,early_warning__with_interactions,False,True
Pstatus_A,0.08704235144187553,0.08704235144187553,ridge,early_warning__with_interactions,False,True
Pstatus_T,-0.08704235144178078,0.08704235144178078,ridge,early_warning__with_interactions,False,True
guardian_father,-0.0793103733641016,0.0793103733641016,ridge,early_warning__with_interactions,False,True
Mjob_services,0.0595359503301444,0.0595359503301444,ridge,early_warning__with_interactions,False,True
Mjob_teacher,0.052074326516785646,0.052074326516785646,ridge,early_warning__with_interactions,False,True
nursery_yes,-0.04361665953132762,0.04361665953132762,ridge,early_warning__with_interactions,False,True
nursery_no,0.04361665953126919,0.04361665953126919,ridge,early_warning__with_interactions,False,True
traveltime,-0.042847089080009074,0.042847089080009074,ridge,early_warning__with_interactions,False,True
absences,0.01925041536017785,0.01925041536017785,ridge,early_warning__with_interactions,False,True
Fjob_teacher,0.014985785482107335,0.014985785482107335,ridge,early_warning__with_interactions,False,True
Walc,-0.009708758767991873,0.009708758767991873,ridge,early_warning__with_interactions,False,True
reason_home,-0.009308101190258817,0.009308101190258817,ridge,early_warning__with_interactions,False,True
famsup_no,-0.0005088572070024671,0.0005088572070024671,ridge,early_warning__with_interactions,False,True
famsup_yes,0.0005088572069381457,0.0005088572069381457,ridge,early_warning__with_interactions,False,True
schoolsup_no,1.6202416113508908,1.6202416113508908,lasso,early_warning__with_interactions,False,True
higher_no,-1.5696672120286308,1.5696672120286308,lasso,early_warning__with_interactions,False,True
school_GP,1.340914708865707,1.340914708865707,lasso,early_warning__with_interactions,False,True
failures,-0.6527122629211486,0.6527122629211486,lasso,early_warning__with_interactions,False,True
reason_other,-0.6166365700680905,0.6166365700680905,lasso,early_warning__with_interactions,False,True
sex_F,0.44714607386554533,0.44714607386554533,lasso,early_warning__with_interactions,False,True
Fjob_services,-0.4289548417028395,0.4289548417028395,lasso,early_warning__with_interactions,False,True
studytime,0.41714771830137193,0.41714771830137193,lasso,early_warning__with_interactions,False,True
guardian_other,0.38516389776491194,0.38516389776491194,lasso,early_warning__with_interactions,False,True
Fjob_at_home,0.3796728413964668,0.3796728413964668,lasso,early_warning__with_interactions,False,True
Mjob_at_home,-0.32771708878453526,0.32771708878453526,lasso,early_warning__with_interactions,False,True
Mjob_health,0.31889356898436494,0.31889356898436494,lasso,early_warning__with_interactions,False,True
health,-0.31163041376116507,0.31163041376116507,lasso,early_warning__with_interactions,False,True
reason_reputation,0.2969771605196561,0.2969771605196561,lasso,early_warning__with_interactions,False,True
romantic_no,0.28586503395740887,0.28586503395740887,lasso,early_warning__with_interactions,False,True
guardian_mother,-0.2812702000038384,0.2812702000038384,lasso,early_warning__with_interactions,False,True
studytime_x_failures,-0.2780080280662459,0.2780080280662459,lasso,early_warning__with_interactions,False,True
address_R,-0.27510562786189,0.27510562786189,lasso,early_warning__with_interactions,False,True
Dalc,-0.25936668843806976,0.25936668843806976,lasso,early_warning__with_interactions,False,True
studytime_x_absences,-0.2387944138616258,0.2387944138616258,lasso,early_warning__with_interactions,False,True
internet_no,-0.23039913341018312,0.23039913341018312,lasso,early_warning__with_interactions,False,True
Mjob_other,-0.20268206990625842,0.20268206990625842,lasso,early_warning__with_interactions,False,True
famsize_GT3,-0.18458012492974607,0.18458012492974607,lasso,early_warning__with_interactions,False,True
Fedu,0.1770437051127966,0.1770437051127966,lasso,early_warning__with_interactions,False,True
goout,-0.1540304094545785,0.1540304094545785,lasso,early_warning__with_interactions,False,True
activities_no,-0.13717225188900412,0.13717225188900412,lasso,early_warning__with_interactions,False,True
famrel,0.12347497712212743,0.12347497712212743,lasso,early_warning__with_interactions,False,True
schoolsup_x_failures,0.1209540482582284,0.1209540482582284,lasso,early_warning__with_interactions,False,True
Medu_x_Fedu,0.1186695489200514,0.1186695489200514,lasso,early_warning__with_interactions,False,True
age,0.11784494993577647,0.11784494993577647,lasso,early_warning__with_interactions,False,True
paid_no,0.10712622974897061,0.10712622974897061,lasso,early_warning__with_interactions,False,True
freetime,-0.09650646188748806,0.09650646188748806,lasso,early_warning__with_interactions,False,True
Fjob_other,0.07751023344899277,0.07751023344899277,lasso,early_warning__with_interactions,False,True
reason_home,-0.06644705790110379,0.06644705790110379,lasso,early_warning__with_interactions,False,True
Pstatus_A,0.061094567522034265,0.061094567522034265,lasso,early_warning__with_interactions,False,True
nursery_no,0.0538154161838919,0.0538154161838919,lasso,early_warning__with_interactions,False,True
reason_course,0.03249924909556927,0.03249924909556927,lasso,early_warning__with_interactions,False,True
traveltime,-0.020431419014656782,0.020431419014656782,lasso,early_warning__with_interactions,False,True
internet_x_studytime,-0.010939647643866466,0.010939647643866466,lasso,early_warning__with_interactions,False,True
Medu,-0.007397478290076911,0.007397478290076911,lasso,early_warning__with_interactions,False,True
Walc,-0.00683895869137228,0.00683895869137228,lasso,early_warning__with_interactions,False,True
sex_M,-1.7839295170829465e-15,1.7839295170829465e-15,lasso,early_warning__with_interactions,False,True
address_U,1.655499360901557e-15,1.655499360901557e-15,lasso,early_warning__with_interactions,False,True
famsize_LE3,1.5963033364288195e-15,1.5963033364288195e-15,lasso,early_warning__with_interactions,False,True
internet_yes,1.046300011653411e-15,1.046300011653411e-15,lasso,early_warning__with_interactions,False,True
schoolsup_yes,-7.652258722487253e-16,7.652258722487253e-16,lasso,early_warning__with_interactions,False,True
activities_yes,6.505963004503728e-16,6.505963004503728e-16,lasso,early_warning__with_interactions,False,True
higher_yes,5.951544161171251e-16,5.951544161171251e-16,lasso,early_warning__with_interactions,False,True
Pstatus_T,-5.774796018433471e-16,5.774796018433471e-16,lasso,early_warning__with_interactions,False,True
paid_yes,-5.173564532259976e-16,5.173564532259976e-16,lasso,early_warning__with_interactions,False,True
romantic_yes,-4.4245522299571e-16,4.4245522299571e-16,lasso,early_warning__with_interactions,False,True
school_MS,-5.24777549891125e-17,5.24777549891125e-17,lasso,early_warning__with_interactions,False,True
nursery_yes,-4.2721464302536164e-17,4.2721464302536164e-17,lasso,early_warning__with_interactions,False,True
Fjob_teacher,0.0,0.0,lasso,early_warning__with_interactions,False,True
absences,-0.0,0.0,lasso,early_warning__with_interactions,False,True
famsup_yes,0.0,0.0,lasso,early_warning__with_interactions,False,True
Fjob_health,-0.0,0.0,lasso,early_warning__with_interactions,False,True
famsup_no,-0.0,0.0,lasso,early_warning__with_interactions,False,True
Mjob_services,0.0,0.0,lasso,early_warning__with_interactions,False,True
guardian_father,0.0,0.0,lasso,early_warning__with_interactions,False,True
Mjob_teacher,0.0,0.0,lasso,early_warning__with_interactions,False,True
failures,0.3868479697050729,0.3868479697050729,decision_tree,early_warning__with_interactions,False,True
school_GP,0.08202206970341311,0.08202206970341311,decision_tree,early_warning__with_interactions,False,True
absences,0.04871846956639238,0.04871846956639238,decision_tree,early_warning__with_interactions,False,True
higher_no,0.048510231967216245,0.048510231967216245,decision_tree,early_warning__with_interactions,False,True
school_MS,0.0432682821401381,0.0432682821401381,decision_tree,early_warning__with_interactions,False,True
Fedu,0.04103221748301357,0.04103221748301357,decision_tree,early_warning__with_interactions,False,True
freetime,0.03999343047672946,0.03999343047672946,decision_tree,early_warning__with_interactions,False,True
Walc,0.03876119802443196,0.03876119802443196,decision_tree,early_warning__with_interactions,False,True
Dalc,0.03651338443059395,0.03651338443059395,decision_tree,early_warning__with_interactions,False,True
famsup_no,0.03529840626781268,0.03529840626781268,decision_tree,early_warning__with_interactions,False,True
schoolsup_no,0.03453760984530039,0.03453760984530039,decision_tree,early_warning__with_interactions,False,True
guardian_mother,0.02766970189853507,0.02766970189853507,decision_tree,early_warning__with_interactions,False,True
age,0.026374632988011824,0.026374632988011824,decision_tree,early_warning__with_interactions,False,True
reason_other,0.026334628127574953,0.026334628127574953,decision_tree,early_warning__with_interactions,False,True
studytime,0.022906498774706213,0.022906498774706213,decision_tree,early_warning__with_interactions,False,True
schoolsup_yes,0.020447495281133956,0.020447495281133956,decision_tree,early_warning__with_interactions,False,True
guardian_father,0.01750212644112381,0.01750212644112381,decision_tree,early_warning__with_interactions,False,True
health,0.007333892774904165,0.007333892774904165,decision_tree,early_warning__with_interactions,False,True
Fjob_health,0.005295185347524464,0.005295185347524464,decision_tree,early_warning__with_interactions,False,True
reason_home,0.005286424714913788,0.005286424714913788,decision_tree,early_warning__with_interactions,False,True
Medu_x_Fedu,0.0032716062788029658,0.0032716062788029658,decision_tree,early_warning__with_interactions,False,True
famsup_yes,0.0020745377626540137,0.0020745377626540137,decision_tree,early_warning__with_interactions,False,True
reason_reputation,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
romantic_no,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
guardian_other,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
higher_yes,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
internet_yes,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
paid_no,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
paid_yes,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
activities_no,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
activities_yes,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
internet_no,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Fjob_teacher,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
nursery_no,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
nursery_yes,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
reason_course,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Mjob_other,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Fjob_services,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Fjob_other,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
traveltime,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
famrel,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
goout,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
studytime_x_absences,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
studytime_x_failures,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
schoolsup_x_failures,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
internet_x_studytime,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
sex_F,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
sex_M,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
address_R,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
address_U,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
famsize_GT3,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
famsize_LE3,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Pstatus_A,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Pstatus_T,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Mjob_at_home,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Mjob_health,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Medu,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Mjob_services,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Mjob_teacher,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
Fjob_at_home,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
romantic_yes,0.0,0.0,decision_tree,early_warning__with_interactions,False,True
G2,2.47173540983847,2.47173540983847,linear_regression,with_prior_grades__baseline_features,True,False
G1,0.4602616599217025,0.4602616599217025,linear_regression,with_prior_grades__baseline_features,True,False
Fjob_at_home,0.3411045651547949,0.3411045651547949,linear_regression,with_prior_grades__baseline_features,True,False
Mjob_other,-0.2817776377363457,0.2817776377363457,linear_regression,with_prior_grades__baseline_features,True,False
reason_other,-0.24710995599679736,0.24710995599679736,linear_regression,with_prior_grades__baseline_features,True,False
guardian_other,0.2179299701310189,0.2179299701310189,linear_regression,with_prior_grades__baseline_features,True,False
Fjob_teacher,-0.19466481574563504,0.19466481574563504,linear_regression,with_prior_grades__baseline_features,True,False
Fjob_services,-0.1895253657092008,0.1895253657092008,linear_regression,with_prior_grades__baseline_features,True,False
Mjob_health,0.187043348468905,0.187043348468905,linear_regression,with_prior_grades__baseline_features,True,False
reason_course,0.17160004626116793,0.17160004626116793,linear_regression,with_prior_grades__baseline_features,True,False
Medu,-0.16625415445314673,0.16625415445314673,linear_regression,with_prior_grades__baseline_features,True,False
Mjob_at_home,-0.1559567238702247,0.1559567238702247,linear_regression,with_prior_grades__baseline_features,True,False
school_MS,-0.1522757419577514,0.1522757419577514,linear_regression,with_prior_grades__baseline_features,True,False
school_GP,0.15227574195775084,0.15227574195775084,linear_regression,with_prior_grades__baseline_features,True,False
Mjob_teacher,0.14672520571785394,0.14672520571785394,linear_regression,with_prior_grades__baseline_features,True,False
failures,-0.12430279899326532,0.12430279899326532,linear_regression,with_prior_grades__baseline_features,True,False
freetime,-0.11390828992541818,0.11390828992541818,linear_regression,with_prior_grades__baseline_features,True,False
guardian_mother,-0.11331159503550785,0.11331159503550785,linear_regression,with_prior_grades__baseline_features,True,False
guardian_father,-0.10461837509551106,0.10461837509551106,linear_regression,with_prior_grades__baseline_features,True,False
Mjob_services,0.10396580741981132,0.10396580741981132,linear_regression,with_prior_grades__baseline_features,True,False
paid_no,0.09617878285392067,0.09617878285392067,linear_regression,with_prior_grades__baseline_features,True,False
paid_yes,-0.09617878285392045,0.09617878285392045,linear_regression,with_prior_grades__baseline_features,True,False
traveltime,0.08366242135902308,0.08366242135902308,linear_regression,with_prior_grades__baseline_features,True,False
health,-0.07944214426856033,0.07944214426856033,linear_regression,with_prior_grades__baseline_features,True,False
schoolsup_yes,-0.07882895734907958,0.07882895734907958,linear_regression,with_prior_grades__baseline_features,True,False
schoolsup_no,0.07882895734907941,0.07882895734907941,linear_regression,with_prior_grades__baseline_features,True,False
Dalc,-0.06785074704038463,0.06785074704038463,linear_regression,with_prior_grades__baseline_features,True,False
famsup_yes,0.06022935251892482,0.06022935251892482,linear_regression,with_prior_grades__baseline_features,True,False
famsup_no,-0.06022935251892475,0.06022935251892475,linear_regression,with_prior_grades__baseline_features,True,False
internet_no,-0.056434239556411886,0.056434239556411886,linear_regression,with_prior_grades__baseline_features,True,False
internet_yes,0.056434239556411775,0.056434239556411775,linear_regression,with_prior_grades__baseline_features,True,False
absences,0.053970633178174965,0.053970633178174965,linear_regression,with_prior_grades__baseline_features,True,False
address_R,-0.052390328124717556,0.052390328124717556,linear_regression,with_prior_grades__baseline_features,True,False
address_U,0.052390328124717445,0.052390328124717445,linear_regression,with_prior_grades__baseline_features,True,False
studytime,0.0500816263963246,0.0500816263963246,linear_regression,with_prior_grades__baseline_features,True,False
reason_home,0.04792505164511174,0.04792505164511174,linear_regression,with_prior_grades__baseline_features,True,False
sex_M,-0.041799555865684644,0.041799555865684644,linear_regression,with_prior_grades__baseline_features,True,False
sex_F,0.04179955586568444,0.04179955586568444,linear_regression,with_prior_grades__baseline_features,True,False
Fedu,0.04154027593948961,0.04154027593948961,linear_regression,with_prior_grades__baseline_features,True,False
famrel,-0.04014046545813654,0.04014046545813654,linear_regression,with_prior_grades__baseline_features,True,False
famsize_GT3,-0.03931263705841966,0.03931263705841966,linear_regression,with_prior_grades__baseline_features,True,False
famsize_LE3,0.03931263705841952,0.03931263705841952,linear_regression,with_prior_grades__baseline_features,True,False
Walc,0.03515618064207904,0.03515618064207904,linear_regression,with_prior_grades__baseline_features,True,False
Fjob_health,0.03253410003879084,0.03253410003879084,linear_regression,with_prior_grades__baseline_features,True,False
nursery_no,0.03045052024836418,0.03045052024836418,linear_regression,with_prior_grades__baseline_features,True,False
nursery_yes,-0.030450520248364057,0.030450520248364057,linear_regression,with_prior_grades__baseline_features,True,False
romantic_yes,0.030361180321684028,0.030361180321684028,linear_regression,with_prior_grades__baseline_features,True,False
romantic_no,-0.030361180321684,0.030361180321684,linear_regression,with_prior_grades__baseline_features,True,False
reason_reputation,0.02758485809051714,0.02758485809051714,linear_regression,with_prior_grades__baseline_features,True,False
higher_no,-0.025447974306893162,0.025447974306893162,linear_regression,with_prior_grades__baseline_features,True,False
higher_yes,0.025447974306892898,0.025447974306892898,linear_regression,with_prior_grades__baseline_features,True,False
goout,0.02084216949318546,0.02084216949318546,linear_regression,with_prior_grades__baseline_features,True,False
activities_yes,-0.019736102277814575,0.019736102277814575,linear_regression,with_prior_grades__baseline_features,True,False
activities_no,0.019736102277814492,0.019736102277814492,linear_regression,with_prior_grades__baseline_features,True,False
Pstatus_T,-0.01178995192600546,0.01178995192600546,linear_regression,with_prior_grades__baseline_features,True,False
Pstatus_A,0.011789951926005132,0.011789951926005132,linear_regression,with_prior_grades__baseline_features,True,False
Fjob_other,0.01055151626125081,0.01055151626125081,linear_regression,with_prior_grades__baseline_features,True,False
age,0.007371720958875609,0.007371720958875609,linear_regression,with_prior_grades__baseline_features,True,False
G2,2.455661594160832,2.455661594160832,ridge,with_prior_grades__baseline_features,True,False
G1,0.4722547320947094,0.4722547320947094,ridge,with_prior_grades__baseline_features,True,False
Fjob_at_home,0.33078294256298474,0.33078294256298474,ridge,with_prior_grades__baseline_features,True,False
Mjob_other,-0.2775332017090288,0.2775332017090288,ridge,with_prior_grades__baseline_features,True,False
reason_other,-0.24550391370793237,0.24550391370793237,ridge,with_prior_grades__baseline_features,True,False
guardian_other,0.21239595198033331,0.21239595198033331,ridge,with_prior_grades__baseline_features,True,False
Fjob_services,-0.18886288098008439,0.18886288098008439,ridge,with_prior_grades__baseline_features,True,False
Fjob_teacher,-0.18290630236798497,0.18290630236798497,ridge,with_prior_grades__baseline_features,True,False
Mjob_health,0.18278641509426288,0.18278641509426288,ridge,with_prior_grades__baseline_features,True,False
reason_course,0.1707275389240604,0.1707275389240604,ridge,with_prior_grades__baseline_features,True,False
Medu,-0.16304365093238762,0.16304365093238762,ridge,with_prior_grades__baseline_features,True,False
school_MS,-0.1519432501206251,0.1519432501206251,ridge,with_prior_grades__baseline_features,True,False
school_GP,0.15194325012062346,0.15194325012062346,ridge,with_prior_grades__baseline_features,True,False
Mjob_at_home,-0.1495997676296776,0.1495997676296776,ridge,with_prior_grades__baseline_features,True,False
Mjob_teacher,0.14148985343675655,0.14148985343675655,ridge,with_prior_grades__baseline_features,True,False
failures,-0.12520340300069535,0.12520340300069535,ridge,with_prior_grades__baseline_features,True,False
freetime,-0.11355808835816684,0.11355808835816684,ridge,with_prior_grades__baseline_features,True,False
guardian_mother,-0.1110107187203713,0.1110107187203713,ridge,with_prior_grades__baseline_features,True,False
Mjob_services,0.1028567008082578,0.1028567008082578,ridge,with_prior_grades__baseline_features,True,False
guardian_father,-0.10138523326017926,0.10138523326017926,ridge,with_prior_grades__baseline_features,True,False
paid_no,0.09432376432413125,0.09432376432413125,ridge,with_prior_grades__baseline_features,True,False
paid_yes,-0.09432376432412241,0.09432376432412241,ridge,with_prior_grades__baseline_features,True,False
traveltime,0.08283667342630796,0.08283667342630796,ridge,with_prior_grades__baseline_features,True,False
health,-0.07979623613380395,0.07979623613380395,ridge,with_prior_grades__baseline_features,True,False
schoolsup_yes,-0.07804802246828345,0.07804802246828345,ridge,with_prior_grades__baseline_features,True,False
schoolsup_no,0.07804802246825844,0.07804802246825844,ridge,with_prior_grades__baseline_features,True,False
Dalc,-0.06835800449738201,0.06835800449738201,ridge,with_prior_grades__baseline_features,True,False
famsup_no,-0.06055625178466309,0.06055625178466309,ridge,with_prior_grades__baseline_features,True,False
famsup_yes,0.06055625178466236,0.06055625178466236,ridge,with_prior_grades__baseline_features,True,False
internet_yes,0.05692975317981014,0.05692975317981014,ridge,with_prior_grades__baseline_features,True,False
internet_no,-0.05692975317980943,0.05692975317980943,ridge,with_prior_grades__baseline_features,True,False
absences,0.054217305539093805,0.054217305539093805,ridge,with_prior_grades__baseline_features,True,False
address_U,0.052622021017319144,0.052622021017319144,ridge,with_prior_grades__baseline_features,True,False
address_R,-0.05262202101724584,0.05262202101724584,ridge,with_prior_grades__baseline_features,True,False
studytime,0.050275621974771756,0.050275621974771756,ridge,with_prior_grades__baseline_features,True,False
reason_home,0.04660103882238431,0.04660103882238431,ridge,with_prior_grades__baseline_features,True,False
sex_M,-0.041581460719710334,0.041581460719710334,ridge,with_prior_grades__baseline_features,True,False
sex_F,0.041581460719709806,0.041581460719709806,ridge,with_prior_grades__baseline_features,True,False
Fedu,0.0402927016723444,0.0402927016723444,ridge,with_prior_grades__baseline_features,True,False
famrel,-0.039786691030004505,0.039786691030004505,ridge,with_prior_grades__baseline_features,True,False
famsize_GT3,-0.03974565035367555,0.03974565035367555,ridge,with_prior_grades__baseline_features,True,False
famsize_LE3,0.039745650353671676,0.039745650353671676,ridge,with_prior_grades__baseline_features,True,False
Walc,0.034898034765209765,0.034898034765209765,ridge,with_prior_grades__baseline_features,True,False
Fjob_health,0.030943493616269805,0.030943493616269805,ridge,with_prior_grades__baseline_features,True,False
nursery_yes,-0.030261727059178293,0.030261727059178293,ridge,with_prior_grades__baseline_features,True,False
nursery_no,0.030261727059155294,0.030261727059155294,ridge,with_prior_grades__baseline_features,True,False
romantic_no,-0.02917847926017635,0.02917847926017635,ridge,with_prior_grades__baseline_features,True,False
romantic_yes,0.0291784792601755,0.0291784792601755,ridge,with_prior_grades__baseline_features,True,False
reason_reputation,0.028175335961182466,0.028175335961182466,ridge,with_prior_grades__baseline_features,True,False
higher_yes,0.025664170580651097,0.025664170580651097,ridge,with_prior_grades__baseline_features,True,False
higher_no,-0.025664170580650934,0.025664170580650934,ridge,with_prior_grades__baseline_features,True,False
goout,0.01990048303724308,0.01990048303724308,ridge,with_prior_grades__baseline_features,True,False
activities_no,0.019457362808331557,0.019457362808331557,ridge,with_prior_grades__baseline_features,True,False
activities_yes,-0.019457362808331453,0.019457362808331453,ridge,with_prior_grades__baseline_features,True,False
Pstatus_A,0.012522221183704541,0.012522221183704541,ridge,with_prior_grades__baseline_features,True,False
Pstatus_T,-0.012522221183687381,0.012522221183687381,ridge,with_prior_grades__baseline_features,True,False
Fjob_other,0.010042747168659652,0.010042747168659652,ridge,with_prior_grades__baseline_features,True,False
age,0.00946139327461847,0.00946139327461847,ridge,with_prior_grades__baseline_features,True,False
G2,2.472905943747933,2.472905943747933,lasso,with_prior_grades__baseline_features,True,False
G1,0.47728819629811275,0.47728819629811275,lasso,with_prior_grades__baseline_features,True,False
school_GP,0.25958795729420525,0.25958795729420525,lasso,with_prior_grades__baseline_features,True,False
Mjob_other,-0.24967033536764052,0.24967033536764052,lasso,with_prior_grades__baseline_features,True,False
reason_other,-0.23640277188401643,0.23640277188401643,lasso,with_prior_grades__baseline_features,True,False
Fjob_at_home,0.15414655974720995,0.15414655974720995,lasso,with_prior_grades__baseline_features,True,False
guardian_other,0.14837076982129013,0.14837076982129013,lasso,with_prior_grades__baseline_features,True,False
Fjob_services,-0.128679875223874,0.128679875223874,lasso,with_prior_grades__baseline_features,True,False
failures,-0.10249570592797115,0.10249570592797115,lasso,with_prior_grades__baseline_features,True,False
reason_course,0.10197462029984222,0.10197462029984222,lasso,with_prior_grades__baseline_features,True,False
famsup_no,-0.10020406938888048,0.10020406938888048,lasso,with_prior_grades__baseline_features,True,False
Medu,-0.09942039253581846,0.09942039253581846,lasso,with_prior_grades__baseline_features,True,False
freetime,-0.09116706234589456,0.09116706234589456,lasso,with_prior_grades__baseline_features,True,False
address_R,-0.07751856244267868,0.07751856244267868,lasso,with_prior_grades__baseline_features,True,False
internet_no,-0.0736128285178487,0.0736128285178487,lasso,with_prior_grades__baseline_features,True,False
absences,0.0652919825188148,0.0652919825188148,lasso,with_prior_grades__baseline_features,True,False
Mjob_at_home,-0.06487519462587577,0.06487519462587577,lasso,with_prior_grades__baseline_features,True,False
health,-0.06216655114919399,0.06216655114919399,lasso,with_prior_grades__baseline_features,True,False
paid_no,0.06088636707681727,0.06088636707681727,lasso,with_prior_grades__baseline_features,True,False
traveltime,0.0607006670610703,0.0607006670610703,lasso,with_prior_grades__baseline_features,True,False
famsize_GT3,-0.05701155877127285,0.05701155877127285,lasso,with_prior_grades__baseline_features,True,False
Dalc,-0.04960179534079934,0.04960179534079934,lasso,with_prior_grades__baseline_features,True,False
studytime,0.044861470189913724,0.044861470189913724,lasso,with_prior_grades__baseline_features,True,False
famrel,-0.041951269149555076,0.041951269149555076,lasso,with_prior_grades__baseline_features,True,False
schoolsup_no,0.03077490713804057,0.03077490713804057,lasso,with_prior_grades__baseline_features,True,False
sex_F,0.03020371233998501,0.03020371233998501,lasso,with_prior_grades__baseline_features,True,False
romantic_no,-0.02395607842152859,0.02395607842152859,lasso,with_prior_grades__baseline_features,True,False
goout,0.013365553514410525,0.013365553514410525,lasso,with_prior_grades__baseline_features,True,False
age,0.009154228778398197,0.009154228778398197,lasso,with_prior_grades__baseline_features,True,False
Walc,0.0034147600887513164,0.0034147600887513164,lasso,with_prior_grades__baseline_features,True,False
activities_no,0.002011603540497304,0.002011603540497304,lasso,with_prior_grades__baseline_features,True,False
nursery_no,0.000700260583143078,0.000700260583143078,lasso,with_prior_grades__baseline_features,True,False
famsup_yes,6.176812274974172e-16,6.176812274974172e-16,lasso,with_prior_grades__baseline_features,True,False
school_MS,-4.3481568419550355e-16,4.3481568419550355e-16,lasso,with_prior_grades__baseline_features,True,False
sex_M,-4.320454299185261e-16,4.320454299185261e-16,lasso,with_prior_grades__baseline_features,True,False
schoolsup_yes,-3.35952821962855e-16,3.35952821962855e-16,lasso,with_prior_grades__baseline_features,True,False
famsize_LE3,2.3901868139041145e-16,2.3901868139041145e-16,lasso,with_prior_grades__baseline_features,True,False
romantic_yes,1.8435634291487918e-16,1.8435634291487918e-16,lasso,with_prior_grades__baseline_features,True,False
address_U,1.679492105262449e-16,1.679492105262449e-16,lasso,with_prior_grades__baseline_features,True,False
activities_yes,-1.6436117064009417e-16,1.6436117064009417e-16,lasso,with_prior_grades__baseline_features,True,False
nursery_yes,-1.3884475898324251e-16,1.3884475898324251e-16,lasso,with_prior_grades__baseline_features,True,False
paid_yes,-1.1496810071688836e-16,1.1496810071688836e-16,lasso,with_prior_grades__baseline_features,True,False
reason_reputation,-0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
Fedu,0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
internet_yes,0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
higher_yes,0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
higher_no,-0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
Pstatus_A,0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
Pstatus_T,-0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
guardian_father,-0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
Mjob_health,0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
Mjob_services,0.0,0.0,lasso,with_prior_grades__baseline_features,True,False
